                RAM(%)  MEM       MEM
02/11/2020T23:50 3.0 713022070 765497344
03/11/2020T00:00 22.5 713173931 780980224
03/11/2020T00:10 3.1 713342733 768499712
03/11/2020T00:20 0.0 713460014 763793408
03/11/2020T00:30 6.1 713612768 763686912
03/11/2020T00:40 3.1 713749138 763727872
03/11/2020T00:50 6.2 713928023 764071936
03/11/2020T01:00 3.1 714075878 739831808
03/11/2020T01:10 3.2 714252200 737214464
03/11/2020T01:20 3.2 714403867 739291136
03/11/2020T01:30 0.0 714547161 738656256
03/11/2020T01:40 6.5 714670257 739209216
03/11/2020T01:50 0.0 714806858 738643968
03/11/2020T02:00 3.2 714958842 739373056
03/11/2020T02:10 0.0 715121294 738209792
03/11/2020T02:20 0.0 715274483 737628160
03/11/2020T02:30 6.1 715364036 737472512
03/11/2020T02:40 3.0 715479754 737787904
03/11/2020T02:50 0.0 715618985 738365440
03/11/2020T03:00 0.0 715787990 738041856
03/11/2020T03:10 3.2 715913958 739094528
03/11/2020T03:20 3.0 716114971 741269504
03/11/2020T03:30 3.0 716263148 741064704
03/11/2020T03:40 6.5 716389321 741425152
03/11/2020T03:50 3.1 716528850 741855232
03/11/2020T04:00 3.2 716665385 747835392
03/11/2020T04:10 0.0 716811546 744681472
03/11/2020T04:20 3.0 717009087 741711872
03/11/2020T04:30 0.0 717178250 740257792
03/11/2020T04:40 0.0 717463371 741175296
03/11/2020T04:50 3.3 717923118 740995072
03/11/2020T05:00 0.0 718181746 739766272
03/11/2020T05:10 3.2 718433179 741228544
03/11/2020T05:20 3.3 718608139 743960576
03/11/2020T05:30 0.0 718771772 744787968
03/11/2020T05:40 0.0 718888299 743743488
03/11/2020T05:50 0.0 719026901 744914944
03/11/2020T06:00 6.2 719199560 744787968
03/11/2020T06:10 0.0 719425858 743743488
03/11/2020T06:20 0.0 719690753 744796160
03/11/2020T06:30 3.1 719863503 744886272
03/11/2020T06:40 0.0 720078682 746860544
03/11/2020T06:50 6.2 720343199 743854080
03/11/2020T07:00 3.0 721201197 760647680
03/11/2020T07:10 3.3 721568358 749535232
03/11/2020T07:20 3.2 721645759 749096960
03/11/2020T07:30 0.0 721754363 748507136
03/11/2020T07:40 3.0 722110487 748097536
03/11/2020T07:50 0.0 722440352 748437504
03/11/2020T08:00 3.1 722639122 756973568
03/11/2020T08:10 3.0 722887629 752672768
03/11/2020T08:20 0.0 723120318 753463296
03/11/2020T08:30 6.2 723272826 752951296
03/11/2020T08:40 3.0 723489400 751443968
03/11/2020T08:50 3.2 723779714 752967680
03/11/2020T09:00 3.0 723997458 752410624
03/11/2020T09:10 0.0 724462592 751009792
03/11/2020T09:20 5.9 724648994 755081216
03/11/2020T09:30 0.0 724870977 758140928
03/11/2020T09:40 2.9 725116460 755961856
03/11/2020T09:50 9.1 725433664 755843072
03/11/2020T10:00 5.9 725767002 754204672
03/11/2020T10:10 0.0 726126116 751403008
03/11/2020T10:20 3.0 726364045 750321664
03/11/2020T10:30 0.0 726606252 752136192
03/11/2020T10:40 3.2 727065594 752578560
03/11/2020T10:50 5.9 727253610 751398912
03/11/2020T11:00 3.2 727452597 752189440
03/11/2020T11:10 3.1 727697707 751980544
03/11/2020T11:20 12.5 727928465 752398336
03/11/2020T11:30 6.2 728157373 754774016
03/11/2020T11:40 3.1 728398556 756101120
03/11/2020T11:50 6.1 728590877 754225152
03/11/2020T12:00 3.2 728893124 755548160
03/11/2020T12:10 0.0 729182336 754528256
03/11/2020T12:20 28.6 729524168 754970624
03/11/2020T12:30 0.0 729717998 755576832
03/11/2020T12:40 0.0 729857558 755232768
03/11/2020T12:50 5.7 730135264 756269056
03/11/2020T13:00 0.0 730353674 755347456
03/11/2020T13:10 8.8 730729018 755392512
03/11/2020T13:20 3.2 730972050 769966080
03/11/2020T13:30 3.2 731147745 759410688
03/11/2020T13:40 3.1 731303904 759836672
03/11/2020T13:50 6.2 731425078 759586816
03/11/2020T14:00 6.2 731806875 758960128
03/11/2020T14:10 0.0 732015761 759549952
03/11/2020T14:20 3.4 732238433 761569280
03/11/2020T14:30 0.0 732469988 759762944
03/11/2020T14:40 6.1 732686337 774004736
03/11/2020T14:50 6.1 732986813 764551168
03/11/2020T15:00 3.1 733322430 763580416
03/11/2020T15:10 0.0 733686978 760131584
03/11/2020T15:20 3.1 733842259 762417152
03/11/2020T15:30 0.0 734029144 761122816
03/11/2020T15:40 0.0 734333429 762318848
03/11/2020T15:50 3.0 734511315 761843712
03/11/2020T16:00 0.0 734619049 762900480
03/11/2020T16:10 6.2 734912448 762224640
03/11/2020T16:20 3.2 735138500 773058560
03/11/2020T16:30 3.1 735398430 766791680
03/11/2020T16:40 3.3 735681496 765681664
03/11/2020T16:50 9.1 735881444 767250432
03/11/2020T17:00 6.5 736113046 765108224
03/11/2020T17:10 35.5 736381249 785989632
03/11/2020T17:20 6.2 736622498 768471040
03/11/2020T17:30 3.1 736744740 769769472
03/11/2020T17:40 6.1 736904914 769081344
03/11/2020T17:50 0.0 737189608 769572864
03/11/2020T18:00 8.8 737397470 773001216
03/11/2020T18:10 3.2 737680620 783503360
03/11/2020T18:20 0.0 737882290 775688192
03/11/2020T18:30 30.3 738080806 777080832
03/11/2020T18:40 0.0 738243450 775659520
03/11/2020T18:50 3.0 738411796 776568832
03/11/2020T19:00 6.2 738655580 776933376
03/11/2020T19:10 0.0 738740354 775102464
03/11/2020T19:20 0.0 739036235 779251712
03/11/2020T19:30 3.3 739244640 779239424
03/11/2020T19:40 3.2 739644024 777867264
03/11/2020T19:50 3.2 739902627 777048064
03/11/2020T20:00 0.0 740074202 778371072
03/11/2020T20:10 3.1 740281892 777523200
03/11/2020T20:20 3.2 740616907 778432512
03/11/2020T20:30 0.0 740894122 778166272
03/11/2020T20:40 3.0 741176290 778424320
03/11/2020T20:50 3.2 741530784 778420224
03/11/2020T21:00 3.2 741789748 777973760
03/11/2020T21:10 6.2 742156227 780013568
03/11/2020T21:20 3.1 742384073 778608640
03/11/2020T21:30 3.2 742648786 788922368
03/11/2020T21:40 3.0 742917590 784486400
03/11/2020T21:50 3.2 743209027 783257600
03/11/2020T22:00 3.4 743557042 783749120
03/11/2020T22:10 3.3 743841752 783077376
03/11/2020T22:20 3.2 744205365 782778368
03/11/2020T22:30 6.1 744449252 782643200
03/11/2020T22:40 0.0 744666867 784760832
03/11/2020T22:50 0.0 744868384 783073280
03/11/2020T23:00 3.2 745102310 783589376
03/11/2020T23:10 3.2 745366943 794607616
03/11/2020T23:20 0.0 745608694 791416832
03/11/2020T23:30 22.6 745815646 789516288
03/11/2020T23:40 3.0 746053092 786599936
03/11/2020T23:50 0.0 746209915 786747392
04/11/2020T00:00 34.4 746443891 802721792
04/11/2020T00:10 3.1 746547881 786411520
04/11/2020T00:20 0.0 746718171 788942848
04/11/2020T00:30 6.2 746855890 787542016
04/11/2020T00:40 0.0 747056996 785833984
04/11/2020T00:50 0.0 747218173 786034688
04/11/2020T01:00 3.1 747359654 787333120
04/11/2020T01:10 6.5 747520704 785870848
04/11/2020T01:20 0.0 747643869 789835776
04/11/2020T01:30 3.0 747766749 788652032
04/11/2020T01:40 0.0 747968479 789573632
04/11/2020T01:50 3.0 748131333 790183936
04/11/2020T02:00 6.1 748303111 792903680
04/11/2020T02:10 3.2 748471217 790679552
04/11/2020T02:20 3.3 748614760 789561344
04/11/2020T02:30 3.1 748771516 790106112
04/11/2020T02:40 3.1 748898492 789725184
04/11/2020T02:50 3.0 749027852 789864448
04/11/2020T03:00 0.0 749225003 789852160
04/11/2020T03:10 3.0 749479061 789360640
04/11/2020T03:20 3.1 749724548 790065152
04/11/2020T03:30 3.0 749878883 792039424
04/11/2020T03:40 5.9 749985213 791658496
04/11/2020T03:50 0.0 750178340 791699456
04/11/2020T04:00 3.1 750326101 792211456
04/11/2020T04:10 0.0 750541889 792387584
04/11/2020T04:20 3.0 750731117 792141824
04/11/2020T04:30 0.0 750932563 792297472
04/11/2020T04:40 3.1 751077335 791756800
04/11/2020T04:50 0.0 751258157 791044096
04/11/2020T05:00 6.7 751484581 792403968
04/11/2020T05:10 3.0 751745343 791900160
04/11/2020T05:20 3.1 751998776 792436736
04/11/2020T05:30 3.2 752145435 793300992
04/11/2020T05:40 3.2 752358128 794025984
04/11/2020T05:50 0.0 752489605 793309184
04/11/2020T06:00 3.1 752624934 799784960
04/11/2020T06:10 0.0 752781921 806273024
04/11/2020T06:20 0.0 753004301 803311616
04/11/2020T06:30 3.2 753180881 804540416
04/11/2020T06:40 3.1 753339867 803606528
04/11/2020T06:50 6.2 753496156 803635200
04/11/2020T07:00 0.0 753695293 807108608
04/11/2020T07:10 0.0 754006933 806793216
04/11/2020T07:20 6.1 754235684 802656256
04/11/2020T07:30 3.1 754528784 805937152
04/11/2020T07:40 6.2 754956767 803569664
04/11/2020T07:50 0.0 755210316 803635200
04/11/2020T08:00 3.0 755387182 805347328
04/11/2020T08:10 6.1 755591082 805257216
04/11/2020T08:20 3.1 755888234 806567936
04/11/2020T08:30 6.5 756155384 805527552
04/11/2020T08:40 3.1 756414075 803921920
04/11/2020T08:50 3.0 756660062 805687296
04/11/2020T09:00 6.1 756930168 807989248
04/11/2020T09:10 3.0 757233772 802594816
04/11/2020T09:20 0.0 757440388 804962304
04/11/2020T09:30 8.8 757787811 806014976
04/11/2020T09:40 3.1 758017680 806236160
04/11/2020T09:50 6.1 758317434 806215680
04/11/2020T10:00 0.0 758503252 806187008
04/11/2020T10:10 3.1 758744140 806469632
04/11/2020T10:20 3.2 759029201 805347328
04/11/2020T10:30 3.1 759277148 807026688
04/11/2020T10:40 0.0 759508591 805273600
04/11/2020T10:50 0.0 759689079 805634048
04/11/2020T11:00 3.1 759812894 805376000
04/11/2020T11:10 0.0 759983909 807424000
04/11/2020T11:20 6.1 760289955 805244928
04/11/2020T11:30 3.1 760723461 806629376
04/11/2020T11:40 5.9 760878802 805969920
04/11/2020T11:50 0.0 761136033 806318080
04/11/2020T12:00 0.0 761393462 806076416
04/11/2020T12:10 3.1 761639298 807186432
04/11/2020T12:20 3.1 761887914 808075264
04/11/2020T12:30 21.2 762012799 806621184
04/11/2020T12:40 0.0 762173224 807444480
04/11/2020T12:50 0.0 762420281 808693760
04/11/2020T13:00 10.3 762644852 808386560
04/11/2020T13:10 3.1 762810090 806883328
04/11/2020T13:20 6.2 762980147 817156096
04/11/2020T13:30 3.1 763108615 814907392
04/11/2020T13:40 6.2 763336567 810684416
04/11/2020T13:50 3.3 763481241 810352640
04/11/2020T14:00 0.0 763712246 809697280
04/11/2020T14:10 3.1 764059760 810229760
04/11/2020T14:20 3.1 764157410 812888064
04/11/2020T14:30 12.9 764337014 818106368
04/11/2020T14:40 0.0 764486177 817582080
04/11/2020T14:50 6.2 764638474 819208192
04/11/2020T15:00 0.0 764854341 820178944
04/11/2020T15:10 0.0 765045234 818282496
04/11/2020T15:20 6.1 765270992 819761152
04/11/2020T15:30 6.1 765488563 819253248
04/11/2020T15:40 6.5 765669664 819589120
04/11/2020T15:50 3.1 766076667 818589696
04/11/2020T16:00 0.0 766225654 818835456
04/11/2020T16:10 3.2 766538642 824246272
04/11/2020T16:20 0.0 766729711 824590336
04/11/2020T16:30 3.2 766878370 824176640
04/11/2020T16:40 3.1 767005699 826175488
04/11/2020T16:50 0.0 767201678 823914496
04/11/2020T17:00 6.2 767787781 824307712
04/11/2020T17:10 3.0 768530391 823615488
04/11/2020T17:20 3.2 768619462 823816192
04/11/2020T17:30 0.0 768762275 826630144
04/11/2020T17:40 6.2 768851672 856416256
04/11/2020T17:50 9.4 769133229 854773760
04/11/2020T18:00 3.2 769348335 852402176
04/11/2020T18:10 3.2 769511213 853516288
04/11/2020T18:20 0.0 769633358 853975040
