"Date";"CPU in perc";"Disk in bytes";"Memory in bytes"
17/10/2020T15:50;4.2;255248555;346480640
17/10/2020T16:00;4.2;255412563;345227264
17/10/2020T16:10;4.2;255593858;349106176
17/10/2020T16:20;4.2;255742261;347856896
17/10/2020T16:30;4.2;255903595;349102080
17/10/2020T16:40;4.2;256097370;347836416
17/10/2020T16:50;4.2;256266844;346075136
17/10/2020T17:00;4.2;256334193;344608768
17/10/2020T17:10;4.2;256560620;345550848
17/10/2020T17:20;4.2;256678833;339304448
17/10/2020T17:30;4.2;256782197;341999616
17/10/2020T17:40;4.2;256951972;339304448
17/10/2020T17:50;4.2;257067989;340803584
17/10/2020T18:00;4.2;257165396;338997248
17/10/2020T18:10;4.2;257322384;344264704
17/10/2020T18:20;4.2;257425324;344137728
17/10/2020T18:30;4.2;257556950;344592384
17/10/2020T18:40;4.2;257742487;343805952
17/10/2020T18:50;4.2;257901031;343326720
17/10/2020T19:00;4.2;258034658;167174144
17/10/2020T19:10;4.2;258034658;169193472
17/10/2020T19:20;4.2;258432585;327131136
17/10/2020T19:30;4.2;258574728;327356416
17/10/2020T19:40;4.2;258752926;327380992
17/10/2020T19:50;4.2;258886003;327757824
17/10/2020T20:00;4.2;259069081;329142272
17/10/2020T20:10;4.2;259202715;331096064
17/10/2020T20:20;4.2;259340815;330072064
17/10/2020T20:30;4.2;259471198;328617984
17/10/2020T20:40;4.2;259621469;328687616
17/10/2020T20:50;4.1;259826871;329977856
17/10/2020T21:00;4.1;259992348;331669504
17/10/2020T21:10;4.1;260182542;328880128
17/10/2020T21:20;4.1;260285246;333492224
17/10/2020T21:30;4.1;260451417;335298560
17/10/2020T21:40;4.1;260638235;335499264
17/10/2020T21:50;4.1;260821773;333602816
17/10/2020T22:00;4.1;260940774;332296192
17/10/2020T22:10;4.1;261093519;335712256
17/10/2020T22:20;4.1;261226308;334327808
17/10/2020T22:30;4.1;261361291;333127680
17/10/2020T22:40;4.1;261530670;335486976
17/10/2020T22:50;4.1;261683064;335859712
17/10/2020T23:00;4.1;261844592;335642624
17/10/2020T23:10;4.1;262039543;343441408
17/10/2020T23:20;4.1;262110449;340541440
17/10/2020T23:30;4.1;262252565;338796544
17/10/2020T23:40;4.1;262473983;337973248
17/10/2020T23:50;4.1;262615447;336781312
18/10/2020T00:00;4.1;262750529;340336640
18/10/2020T00:10;4.1;262930983;339890176
18/10/2020T00:20;4.1;263058486;337702912
18/10/2020T00:30;4.1;263237843;336977920
18/10/2020T00:40;4.1;263387506;339730432
18/10/2020T00:50;4.1;263494452;338497536
18/10/2020T01:00;4.1;263640578;338046976
18/10/2020T01:10;4.1;263840672;337960960
18/10/2020T01:20;4.1;263937085;341721088
18/10/2020T01:30;4.1;264122824;346165248
18/10/2020T01:40;4.1;264246775;342368256
18/10/2020T01:50;4.0;264423912;341753856
18/10/2020T02:00;4.0;264561765;341975040
18/10/2020T02:10;4.0;264713778;342413312
18/10/2020T02:20;4.0;264846671;340828160
18/10/2020T02:30;4.0;265010645;341340160
18/10/2020T02:40;4.0;265190349;342269952
18/10/2020T02:50;4.0;265316554;340873216
18/10/2020T03:00;4.0;265520671;341188608
18/10/2020T03:10;4.0;265670110;343736320
18/10/2020T03:20;4.0;265801299;349212672
18/10/2020T03:30;4.0;265936493;350867456
18/10/2020T03:40;4.0;266082799;350531584
18/10/2020T03:50;4.0;266194621;349990912
18/10/2020T04:00;4.0;266339294;348737536
18/10/2020T04:10;4.0;266487713;349982720
18/10/2020T04:20;4.0;266636412;349405184
18/10/2020T04:30;4.0;266777203;349495296
18/10/2020T04:40;4.0;266929340;348672000
18/10/2020T04:50;4.0;267066178;349982720
18/10/2020T05:00;4.0;267213667;349114368
18/10/2020T05:10;4.0;267383099;362999808
18/10/2020T05:20;4.0;267494164;354926592
18/10/2020T05:30;4.0;267687088;357572608
18/10/2020T05:40;4.0;267837856;356528128
18/10/2020T05:50;3.9;267999256;354836480
18/10/2020T06:00;3.9;268135583;356966400
18/10/2020T06:10;3.9;268266446;355028992
18/10/2020T06:20;3.9;268410046;355401728
18/10/2020T06:30;3.9;268535368;355323904
18/10/2020T06:40;3.9;268685246;355250176
18/10/2020T06:50;3.9;268832215;356704256
18/10/2020T07:00;3.9;269001986;355241984
18/10/2020T07:10;3.9;269168358;356012032
18/10/2020T07:20;3.9;269307651;358965248
18/10/2020T07:30;3.9;269432961;359243776
18/10/2020T07:40;3.9;269603025;360919040
18/10/2020T07:50;3.9;269821200;359165952
18/10/2020T08:00;3.9;269999912;357421056
18/10/2020T08:10;3.9;270217690;359329792
18/10/2020T08:20;3.9;270400759;357494784
18/10/2020T08:30;3.9;270585863;360849408
18/10/2020T08:40;3.9;270725888;357707776
18/10/2020T08:50;3.9;270917081;360255488
18/10/2020T09:00;3.9;271078163;358797312
18/10/2020T09:10;3.9;271237078;361918464
18/10/2020T09:20;3.9;271409605;360226816
18/10/2020T09:30;3.9;271593113;364785664
18/10/2020T09:40;3.9;271728587;362430464
18/10/2020T09:50;3.9;271891661;364584960
18/10/2020T10:00;3.9;272047105;362917888
18/10/2020T10:10;3.9;272227674;363655168
18/10/2020T10:20;3.9;272447434;362831872
18/10/2020T10:30;3.9;272644135;361984000
18/10/2020T10:40;3.9;272778658;362364928
18/10/2020T10:50;3.9;272957668;363327488
18/10/2020T11:00;3.9;273069628;361693184
18/10/2020T11:10;3.9;273245650;360923136
18/10/2020T11:20;3.9;273406367;364261376
18/10/2020T11:30;3.9;273552034;363708416
18/10/2020T11:40;3.8;273722886;366432256
18/10/2020T11:50;3.8;273897660;365273088
18/10/2020T12:00;3.8;274033519;365146112
18/10/2020T12:10;3.8;274212745;369258496
18/10/2020T12:20;3.8;274327652;367538176
18/10/2020T12:30;3.8;274480514;365281280
18/10/2020T12:40;3.8;274656050;365735936
18/10/2020T12:50;3.8;274779044;163201024
18/10/2020T13:00;3.8;274779044;164708352
18/10/2020T13:10;3.8;274779044;163573760
18/10/2020T13:20;3.8;274779044;164909056
18/10/2020T13:30;3.8;274779044;164646912
18/10/2020T13:40;3.8;274779044;164638720
18/10/2020T13:50;3.8;274779044;163713024
18/10/2020T14:00;3.8;274779044;302264320
18/10/2020T14:10;3.8;276143628;320851968
18/10/2020T14:20;3.8;276313655;321888256
18/10/2020T14:30;3.8;276451368;322609152
18/10/2020T14:40;3.8;276637022;321056768
18/10/2020T14:50;3.8;276776121;322969600
18/10/2020T15:00;3.8;277019163;321265664
18/10/2020T15:10;3.8;277184018;321773568
18/10/2020T15:20;3.8;277310098;324767744
18/10/2020T15:30;3.8;277453270;324141056
18/10/2020T15:40;3.8;277605890;322256896
18/10/2020T15:50;3.8;277747622;321896448
18/10/2020T16:00;3.8;277904444;321748992
18/10/2020T16:10;3.8;278055628;328351744
18/10/2020T16:20;3.7;278217332;327000064
18/10/2020T16:30;3.7;278387068;328626176
18/10/2020T16:40;3.7;278510583;327114752
18/10/2020T16:50;3.7;278661344;326926336
18/10/2020T17:00;3.7;278786586;327049216
18/10/2020T17:10;3.7;278996175;328552448
18/10/2020T17:20;3.7;279152149;328986624
18/10/2020T17:30;3.7;279293134;327712768
18/10/2020T17:40;3.7;279456331;332369920
18/10/2020T17:50;3.7;279622943;329105408
18/10/2020T18:00;3.7;279772120;333000704
18/10/2020T18:10;3.7;279986626;332599296
18/10/2020T18:20;3.7;280126994;333451264
18/10/2020T18:30;3.7;280210428;331051008
18/10/2020T18:40;3.7;280322795;335204352
18/10/2020T18:50;3.7;280444511;335314944
18/10/2020T19:00;3.7;280590570;332644352
18/10/2020T19:10;3.7;280767855;331825152
18/10/2020T19:20;3.7;280855098;333279232
18/10/2020T19:30;3.7;281030206;331624448
18/10/2020T19:40;3.7;281175378;334708736
18/10/2020T19:50;3.7;281363145;335876096
18/10/2020T20:00;3.7;281494708;335093760
18/10/2020T20:10;3.7;281629856;172515328
18/10/2020T20:20;3.7;281629856;171364352
18/10/2020T20:30;3.7;281629856;172765184
18/10/2020T20:40;3.7;282184579;326082560
18/10/2020T20:50;3.7;282286989;325451776
18/10/2020T21:00;3.7;282463717;326881280
18/10/2020T21:10;3.7;282659367;326754304
18/10/2020T21:20;3.7;282833413;327094272
18/10/2020T21:30;3.7;282945113;326144000
18/10/2020T21:40;3.7;283083923;330842112
18/10/2020T21:50;3.7;283261371;330354688
18/10/2020T22:00;3.7;283465068;337379328
18/10/2020T22:10;3.7;283657006;329129984
18/10/2020T22:20;3.7;283825736;331132928
18/10/2020T22:30;3.7;283987877;331251712
18/10/2020T22:40;3.7;284155461;330596352
18/10/2020T22:50;3.7;284301993;335433728
18/10/2020T23:00;3.7;284439878;334893056
18/10/2020T23:10;3.7;284643524;332500992
18/10/2020T23:20;3.7;284790195;334086144
18/10/2020T23:30;3.7;284920569;333623296
18/10/2020T23:40;3.7;285121569;331030528
18/10/2020T23:50;3.7;285246430;335491072
19/10/2020T00:00;3.7;285411272;332910592
19/10/2020T00:10;3.7;285561026;335929344
19/10/2020T00:20;3.7;285697125;332279808
19/10/2020T00:30;3.7;285849521;333348864
19/10/2020T00:40;3.7;285945698;340013056
19/10/2020T00:50;3.7;286086276;335339520
19/10/2020T01:00;3.7;286221690;339427328
19/10/2020T01:10;3.7;286414232;336969728
19/10/2020T01:20;3.7;286580960;335978496
19/10/2020T01:30;3.7;286713298;339341312
19/10/2020T01:40;3.6;286857185;336154624
19/10/2020T01:50;3.6;287009973;335785984
19/10/2020T02:00;3.6;287141808;337747968
19/10/2020T02:10;3.6;287336652;338173952
19/10/2020T02:20;3.6;287508637;336478208
19/10/2020T02:30;3.6;287695002;336556032
19/10/2020T02:40;3.6;287914847;342319104
19/10/2020T02:50;3.6;288030244;340897792
19/10/2020T03:00;3.6;288131298;340201472
19/10/2020T03:10;3.6;288298812;342593536
19/10/2020T03:20;3.6;288469202;346169344
19/10/2020T03:30;3.6;288630320;341413888
19/10/2020T03:40;3.6;288754439;345182208
19/10/2020T03:50;3.6;288905965;340725760
19/10/2020T04:00;3.6;289039516;342331392
19/10/2020T04:10;3.6;289207739;340709376
19/10/2020T04:20;3.6;289336090;341590016
19/10/2020T04:30;3.6;289474064;341585920
19/10/2020T04:40;3.6;289621803;346726400
19/10/2020T04:50;3.6;289745640;345194496
19/10/2020T05:00;3.6;289862266;346353664
19/10/2020T05:10;3.6;290030600;343932928
19/10/2020T05:20;3.6;290164578;347598848
19/10/2020T05:30;3.6;290382881;345571328
19/10/2020T05:40;3.6;290612229;344367104
19/10/2020T05:50;3.6;290755374;344211456
19/10/2020T06:00;3.6;290951723;346959872
19/10/2020T06:10;3.6;291048572;347086848
19/10/2020T06:20;3.6;291215458;347287552
19/10/2020T06:30;3.6;291399644;344465408
19/10/2020T06:40;3.6;291536059;351096832
19/10/2020T06:50;3.6;291694218;351387648
19/10/2020T07:00;3.6;291827698;348590080
19/10/2020T07:10;3.6;291983240;350101504
19/10/2020T07:20;3.6;292141216;350441472
19/10/2020T07:30;3.6;292321663;349896704
19/10/2020T07:40;3.6;292470962;350334976
19/10/2020T07:50;3.6;292596915;348581888
19/10/2020T08:00;3.6;292735540;351666176
19/10/2020T08:10;3.6;292901807;351129600
19/10/2020T08:20;3.6;293033450;351264768
19/10/2020T08:30;3.6;293168852;350617600
19/10/2020T08:40;3.6;293301025;352534528
19/10/2020T08:50;3.6;293415172;352755712
19/10/2020T09:00;3.6;293541206;350912512
19/10/2020T09:10;3.6;293751005;354041856
19/10/2020T09:20;3.6;293900250;352296960
19/10/2020T09:30;3.6;294104342;351510528
19/10/2020T09:40;3.6;294201267;351367168
19/10/2020T09:50;3.6;294350541;351473664
19/10/2020T10:00;3.6;294455616;352604160
19/10/2020T10:10;3.6;294676985;351543296
19/10/2020T10:20;3.6;294789165;351420416
19/10/2020T10:30;3.6;294996481;351219712
19/10/2020T10:40;3.6;295182735;355774464
19/10/2020T10:50;3.6;295318844;356593664
19/10/2020T11:00;3.6;295471079;357707776
19/10/2020T11:10;3.6;295626844;355545088
19/10/2020T11:20;3.6;295759845;355921920
19/10/2020T11:30;3.6;295881137;356761600
19/10/2020T11:40;3.5;296069393;360804352
19/10/2020T11:50;3.5;296184329;357031936
19/10/2020T12:00;3.5;296335592;357650432
19/10/2020T12:10;3.5;296499729;358875136
19/10/2020T12:20;3.5;296638702;170627072
19/10/2020T12:30;3.5;296638702;172036096
19/10/2020T12:40;3.5;296638702;170872832
19/10/2020T12:50;3.5;296638702;170627072
19/10/2020T13:00;3.5;296638702;171683840
19/10/2020T13:10;3.5;296638702;170995712
19/10/2020T13:20;3.5;296638702;172441600
19/10/2020T13:30;3.5;296638702;172904448
19/10/2020T13:40;3.5;296638702;170774528
19/10/2020T13:50;3.5;296638702;170655744
19/10/2020T14:00;3.5;296638702;170754048
19/10/2020T14:10;3.5;296638702;171565056
19/10/2020T14:20;3.5;296638702;173600768
19/10/2020T14:30;3.5;298781228;367693824
19/10/2020T14:40;3.5;298914311;367316992
19/10/2020T14:50;3.5;299111946;368435200
19/10/2020T15:00;3.5;299258860;373178368
19/10/2020T15:10;3.5;299396836;372924416
19/10/2020T15:20;3.5;299580791;370343936
19/10/2020T15:30;3.5;299718989;369778688
19/10/2020T15:40;3.5;299870910;371589120
19/10/2020T15:50;3.5;300016406;371728384
19/10/2020T16:00;3.5;300171579;375234560
19/10/2020T16:10;3.5;300308866;371818496
19/10/2020T16:20;3.5;300504758;370872320
19/10/2020T16:30;3.5;300651345;373563392
19/10/2020T16:40;3.5;300802595;377126912
19/10/2020T16:50;3.5;300902913;382140416
19/10/2020T17:00;3.5;301112165;340434944
19/10/2020T17:10;3.5;301270938;340443136
19/10/2020T17:20;3.5;301416894;340869120
19/10/2020T17:30;3.5;301607953;345645056
19/10/2020T17:40;3.4;301753596;340840448
19/10/2020T17:50;3.4;301916408;342409216
19/10/2020T18:00;3.4;301996560;342011904
19/10/2020T18:10;3.4;302162429;341032960
19/10/2020T18:20;3.4;302342437;348741632
19/10/2020T18:30;3.4;302483585;348131328
19/10/2020T18:40;3.4;302615968;360476672
19/10/2020T18:50;3.4;302778820;349581312
19/10/2020T19:00;3.4;302930827;373866496
19/10/2020T19:10;3.4;303129325;350703616
19/10/2020T19:20;3.4;303343510;350617600
19/10/2020T19:30;3.4;303485032;364003328
19/10/2020T19:40;3.4;303627169;354512896
19/10/2020T19:50;3.4;303816858;381104128
19/10/2020T20:00;3.4;304018257;371044352
19/10/2020T20:10;3.4;304199146;350953472
19/10/2020T20:20;3.4;304383929;351526912
19/10/2020T20:30;3.4;304487189;181407744
19/10/2020T20:40;3.4;304487189;301006848
19/10/2020T20:50;3.4;304805141;330805248
19/10/2020T21:00;3.4;304950548;333627392
19/10/2020T21:10;3.4;305144835;339316736
19/10/2020T21:20;3.4;305325475;333344768
19/10/2020T21:30;3.4;305503295;332443648
19/10/2020T21:40;3.4;305722441;335765504
19/10/2020T21:50;3.4;305857642;333275136
19/10/2020T22:00;3.4;306018105;333348864
19/10/2020T22:10;3.4;306182590;333537280
19/10/2020T22:20;3.4;306350482;333742080
19/10/2020T22:30;3.4;306478301;334704640
19/10/2020T22:40;3.4;306691757;335196160
19/10/2020T22:50;3.4;306893013;337330176
19/10/2020T23:00;3.4;307020641;339337216
19/10/2020T23:10;3.4;307193299;339128320
19/10/2020T23:20;3.4;307329581;338767872
19/10/2020T23:30;3.4;307459616;338407424
19/10/2020T23:40;3.4;307643030;338714624
19/10/2020T23:50;3.4;307803631;339968000
20/10/2020T00:00;3.4;307945389;340873216
20/10/2020T00:10;3.4;308074036;337481728
20/10/2020T00:20;3.4;308225965;337158144
20/10/2020T00:30;3.4;308368283;338956288
20/10/2020T00:40;3.4;308529962;337084416
20/10/2020T00:50;3.4;308732966;341106688
20/10/2020T01:00;3.4;308879457;342667264
20/10/2020T01:10;3.4;309031110;343638016
20/10/2020T01:20;3.4;309160560;341344256
20/10/2020T01:30;3.4;309299572;342200320
20/10/2020T01:40;3.4;309482359;341106688
20/10/2020T01:50;3.4;309630447;341569536
20/10/2020T02:00;3.4;309751659;344039424
20/10/2020T02:10;3.4;309921913;341532672
20/10/2020T02:20;3.4;310028629;341704704
20/10/2020T02:30;3.4;310190885;342745088
20/10/2020T02:40;3.4;310336757;343490560
20/10/2020T02:50;3.4;310467033;344821760
20/10/2020T03:00;3.4;310622929;348000256
20/10/2020T03:10;3.4;310767986;345006080
20/10/2020T03:20;3.4;310949679;345645056
20/10/2020T03:30;3.4;311091859;345534464
20/10/2020T03:40;3.4;311223393;345567232
20/10/2020T03:50;3.4;311371916;345468928
20/10/2020T04:00;3.4;311531482;346566656
20/10/2020T04:10;3.4;311690494;346238976
20/10/2020T04:20;3.4;311889377;345788416
20/10/2020T04:30;3.4;312055549;347279360
20/10/2020T04:40;3.4;312231015;347107328
20/10/2020T04:50;3.4;312370087;349573120
20/10/2020T05:00;3.4;312510735;349253632
20/10/2020T05:10;3.4;312680040;350683136
20/10/2020T05:20;3.4;312843117;348999680
20/10/2020T05:30;3.4;313047842;349790208
20/10/2020T05:40;3.4;313217727;350605312
20/10/2020T05:50;3.4;313414657;351404032
20/10/2020T06:00;3.4;313531564;352083968
20/10/2020T06:10;3.4;313702158;350031872
20/10/2020T06:20;3.4;313829841;350732288
20/10/2020T06:30;3.4;313945854;355520512
20/10/2020T06:40;3.4;314131480;352841728
20/10/2020T06:50;3.4;314336131;353599488
20/10/2020T07:00;3.4;314456846;353812480
20/10/2020T07:10;3.4;314597099;353345536
20/10/2020T07:20;3.4;314741443;356343808
20/10/2020T07:30;3.4;314887974;355950592
20/10/2020T07:40;3.4;315080303;354230272
20/10/2020T07:50;3.4;315289349;357781504
20/10/2020T08:00;3.4;315483121;355147776
20/10/2020T08:10;3.4;315596382;355811328
20/10/2020T08:20;3.4;315797333;353968128
20/10/2020T08:30;3.4;315970602;355287040
20/10/2020T08:40;3.4;316166134;353038336
20/10/2020T08:50;3.4;316346724;367026176
20/10/2020T09:00;3.4;316507803;373510144
20/10/2020T09:10;3.4;316661076;366493696
20/10/2020T09:20;3.4;316771570;360751104
20/10/2020T09:30;3.4;316885033;360853504
20/10/2020T09:40;3.4;317043799;361934848
20/10/2020T09:50;3.4;317149004;362635264
20/10/2020T10:00;3.4;317318888;362176512
20/10/2020T10:10;3.4;317524879;364716032
20/10/2020T10:20;3.4;317648189;364969984
20/10/2020T10:30;3.4;317816753;365772800
20/10/2020T10:40;3.4;317837980;176095232
20/10/2020T10:50;3.4;318110603;376963072
20/10/2020T11:00;3.4;318276293;347062272
20/10/2020T11:10;3.4;318435422;347226112
20/10/2020T11:20;3.4;318562771;346415104
20/10/2020T11:30;3.4;318718937;346308608
20/10/2020T11:40;3.4;318895594;347914240
20/10/2020T11:50;3.4;319055437;346869760
20/10/2020T12:00;3.4;319197468;348270592
20/10/2020T12:10;3.4;319386269;347754496
20/10/2020T12:20;3.4;319474189;351621120
20/10/2020T12:30;3.4;319607925;348811264
20/10/2020T12:40;3.4;319758195;347668480
20/10/2020T12:50;3.4;319898485;351059968
20/10/2020T13:00;3.4;320087121;351424512
20/10/2020T13:10;3.4;320278742;352829440
20/10/2020T13:20;3.4;320448885;352153600
20/10/2020T13:30;3.4;320575933;351883264
20/10/2020T13:40;3.4;320725090;352407552
20/10/2020T13:50;3.4;320938826;352104448
20/10/2020T14:00;3.4;321075859;354004992
20/10/2020T14:10;3.4;321228674;358621184
20/10/2020T14:20;3.4;321383163;351776768
20/10/2020T14:30;3.4;321625324;354435072
20/10/2020T14:40;3.4;321769733;358506496
20/10/2020T14:50;3.4;321900191;364453888
20/10/2020T15:00;3.4;322053703;365813760
20/10/2020T15:10;3.4;322198781;367976448
20/10/2020T15:20;3.4;322342178;369422336
20/10/2020T15:30;3.4;322448382;370978816
20/10/2020T15:40;3.4;322589198;372629504
20/10/2020T15:50;3.4;322759364;371232768
20/10/2020T16:00;3.4;322936782;371068928
20/10/2020T16:10;3.4;323068314;373862400
20/10/2020T16:20;3.4;323233559;380936192
20/10/2020T16:30;3.4;323368707;375750656
20/10/2020T16:40;3.4;323516995;373567488
20/10/2020T16:50;3.4;323665127;372891648
20/10/2020T17:00;3.4;323830263;374292480
20/10/2020T17:10;3.4;323974978;376442880
20/10/2020T17:20;3.4;324124359;375455744
20/10/2020T17:30;3.4;324287566;372772864
20/10/2020T17:40;3.4;324446641;377921536
20/10/2020T17:50;3.4;324585524;374026240
20/10/2020T18:00;3.4;324751666;374444032
20/10/2020T18:10;3.4;324973977;375017472
20/10/2020T18:20;3.4;325157788;372617216
20/10/2020T18:30;3.4;325326686;374788096
20/10/2020T18:40;3.4;325474848;373411840
20/10/2020T18:50;3.4;325594018;374829056
20/10/2020T19:00;3.4;325735645;375418880
20/10/2020T19:10;3.4;325871097;377532416
20/10/2020T19:20;3.4;325978336;375750656
20/10/2020T19:30;3.4;326111843;376508416
20/10/2020T19:40;3.4;326289425;377466880
20/10/2020T19:50;3.4;326415921;374673408
20/10/2020T20:00;3.4;326519003;376324096
20/10/2020T20:10;3.4;326744345;377356288
20/10/2020T20:20;3.4;326839629;376279040
20/10/2020T20:30;3.4;327044493;374771712
20/10/2020T20:40;3.4;327173476;378654720
20/10/2020T20:50;3.4;327328018;377208832
20/10/2020T21:00;3.4;327470662;377659392
