Date/Time;CPU(perc);Storage(bytes);RAM(bytes)
18/10/2020T09:20;3.6;271413701;357097472
18/10/2020T09:30;3.6;271601305;356356096
18/10/2020T09:40;3.6;271732683;354287616
18/10/2020T09:50;3.6;271895757;355110912
18/10/2020T10:00;3.6;272051201;355119104
18/10/2020T10:10;3.6;272231770;356495360
18/10/2020T10:20;3.6;272451530;356421632
18/10/2020T10:30;3.6;272648231;356450304
18/10/2020T10:40;3.6;272782754;355192832
18/10/2020T10:50;3.6;272965860;358862848
18/10/2020T11:00;3.6;273073724;356765696
18/10/2020T11:10;3.6;273253842;358109184
18/10/2020T11:20;3.6;273414559;357048320
18/10/2020T11:30;3.6;273556130;356827136
18/10/2020T11:40;3.6;273731078;356016128
18/10/2020T11:50;3.6;273901756;356827136
18/10/2020T12:00;3.6;274037615;358498304
18/10/2020T12:10;3.6;274216841;365207552
18/10/2020T12:20;3.6;274331748;372731904
18/10/2020T12:30;3.6;274484610;364363776
18/10/2020T12:40;3.6;274660146;364736512
18/10/2020T12:50;3.6;274785366;160051200
18/10/2020T13:00;3.6;274785366;157835264
18/10/2020T13:10;3.6;274785366;157995008
18/10/2020T13:20;3.5;274785366;159203328
18/10/2020T13:30;3.5;274785366;160608256
18/10/2020T13:40;3.5;274785366;161734656
18/10/2020T13:50;3.5;274785366;159375360
18/10/2020T14:00;3.5;274785366;159522816
18/10/2020T14:10;3.5;276151820;317812736
18/10/2020T14:20;3.5;276325943;316497920
18/10/2020T14:30;3.5;276463656;317902848
18/10/2020T14:40;3.5;276649310;323039232
18/10/2020T14:50;3.5;276788409;321437696
18/10/2020T15:00;3.5;277031451;318459904
18/10/2020T15:10;3.5;277196306;318967808
18/10/2020T15:20;3.5;277322386;320577536
18/10/2020T15:30;3.5;277465558;320749568
18/10/2020T15:40;3.5;277618178;323833856
18/10/2020T15:50;3.5;277759910;319705088
18/10/2020T16:00;3.5;277912636;319430656
18/10/2020T16:10;3.5;278063820;324055040
18/10/2020T16:20;3.5;278229620;326266880
18/10/2020T16:30;3.5;278395260;324055040
18/10/2020T16:40;3.5;278522871;328171520
18/10/2020T16:50;3.5;278673632;325951488
18/10/2020T17:00;3.5;278798874;326139904
18/10/2020T17:10;3.5;279008463;324202496
18/10/2020T17:20;3.5;279160341;325079040
18/10/2020T17:30;3.5;279305422;333258752
18/10/2020T17:40;3.5;279468619;328257536
18/10/2020T17:50;3.5;279635231;326307840
18/10/2020T18:00;3.5;279833835;328437760
18/10/2020T18:10;3.5;279994818;329621504
18/10/2020T18:20;3.5;280139282;329764864
18/10/2020T18:30;3.5;280222716;331161600
18/10/2020T18:40;3.5;280330987;329330688
18/10/2020T18:50;3.5;280452703;331001856
18/10/2020T19:00;3.5;280598762;329191424
18/10/2020T19:10;3.5;280776047;335089664
18/10/2020T19:20;3.5;280863290;328810496
18/10/2020T19:30;3.5;281042494;330711040
18/10/2020T19:40;3.5;281187666;328663040
18/10/2020T19:50;3.5;281375433;333991936
18/10/2020T20:00;3.5;281502900;330006528
18/10/2020T20:10;3.5;281638048;164667392
18/10/2020T20:20;3.5;281638048;164859904
18/10/2020T20:30;3.5;281638048;168353792
18/10/2020T20:40;3.5;282192771;321323008
18/10/2020T20:50;3.5;282295181;320745472
18/10/2020T21:00;3.5;282471909;320528384
18/10/2020T21:10;3.5;282667559;323919872
18/10/2020T21:20;3.5;282841605;322154496
18/10/2020T21:30;3.5;282953305;320811008
18/10/2020T21:40;3.5;283096211;323600384
18/10/2020T21:50;3.5;283269563;320323584
18/10/2020T22:00;3.6;283473260;321806336
18/10/2020T22:10;3.6;283665198;322289664
18/10/2020T22:20;3.6;283833928;320823296
18/10/2020T22:30;3.6;283996069;320819200
18/10/2020T22:40;3.6;284163653;324313088
18/10/2020T22:50;3.6;284310185;324513792
18/10/2020T23:00;3.6;284448070;330027008
18/10/2020T23:10;3.6;284651716;326230016
18/10/2020T23:20;3.6;284798387;328830976
18/10/2020T23:30;3.6;284928761;330551296
18/10/2020T23:40;3.6;285129761;325980160
18/10/2020T23:50;3.6;285254622;327462912
19/10/2020T00:00;3.6;285419464;328093696
19/10/2020T00:10;3.7;285569218;326496256
19/10/2020T00:20;3.7;285709413;328548352
19/10/2020T00:30;3.7;285861809;327225344
19/10/2020T00:40;3.7;285957986;330993664
19/10/2020T00:50;3.7;286094468;337195008
19/10/2020T01:00;3.7;286229882;333266944
19/10/2020T01:10;3.7;286422424;335310848
19/10/2020T01:20;3.7;286589152;334782464
19/10/2020T01:30;3.7;286721490;334823424
19/10/2020T01:40;3.7;286865377;334782464
19/10/2020T01:50;3.7;287018165;335020032
19/10/2020T02:00;3.7;287150000;337391616
19/10/2020T02:10;3.7;287344844;338755584
19/10/2020T02:20;3.8;287516829;339628032
19/10/2020T02:30;3.8;287707290;349794304
19/10/2020T02:40;3.8;287923039;341807104
19/10/2020T02:50;3.8;288038436;339660800
19/10/2020T03:00;3.8;288139490;338034688
19/10/2020T03:10;3.8;288307004;342114304
19/10/2020T03:20;3.8;288477394;340946944
19/10/2020T03:30;3.8;288638512;339595264
19/10/2020T03:40;3.8;288762631;341319680
19/10/2020T03:50;3.8;288914157;341356544
19/10/2020T04:00;3.8;289047708;340185088
19/10/2020T04:10;3.8;289215931;341340160
19/10/2020T04:20;3.8;289344282;342470656
19/10/2020T04:30;3.8;289482256;343064576
19/10/2020T04:40;3.8;289629995;345399296
19/10/2020T04:50;3.8;289753832;341766144
19/10/2020T05:00;3.8;289870458;342310912
19/10/2020T05:10;3.8;290042888;340254720
19/10/2020T05:20;3.8;290172770;343875584
19/10/2020T05:30;3.8;290391073;344023040
19/10/2020T05:40;3.8;290624517;343048192
19/10/2020T05:50;3.8;290763566;344461312
19/10/2020T06:00;3.8;290959915;343605248
19/10/2020T06:10;3.9;291056764;345546752
19/10/2020T06:20;3.9;291223650;341708800
19/10/2020T06:30;3.9;291407836;342904832
19/10/2020T06:40;3.9;291548347;345481216
19/10/2020T06:50;3.9;291702410;344518656
19/10/2020T07:00;3.9;291835890;342958080
19/10/2020T07:10;3.9;291991432;343236608
19/10/2020T07:20;3.9;292149408;343121920
19/10/2020T07:30;3.9;292329855;344203264
19/10/2020T07:40;3.9;292479154;346185728
19/10/2020T07:50;3.9;292605107;346705920
19/10/2020T08:00;3.9;292743732;345792512
19/10/2020T08:10;3.9;292909999;344866816
19/10/2020T08:20;3.9;293041642;345890816
19/10/2020T08:30;3.9;293177044;346906624
19/10/2020T08:40;3.9;293309217;349057024
19/10/2020T08:50;3.9;293423364;347721728
19/10/2020T09:00;3.9;293549398;348065792
19/10/2020T09:10;3.9;293759197;349442048
19/10/2020T09:20;3.9;293908442;352620544
19/10/2020T09:30;3.9;294116630;362766336
19/10/2020T09:40;3.9;294209459;353406976
19/10/2020T09:50;3.9;294358733;353140736
19/10/2020T10:00;3.9;294463808;360951808
19/10/2020T10:10;3.9;294685177;354590720
19/10/2020T10:20;3.9;294797357;354500608
19/10/2020T10:30;3.9;295004673;355926016
19/10/2020T10:40;3.9;295190927;359522304
19/10/2020T10:50;3.9;295327036;369303552
19/10/2020T11:00;3.9;295479271;364093440
19/10/2020T11:10;3.9;295635036;366141440
19/10/2020T11:20;3.9;295768037;362110976
19/10/2020T11:30;3.9;295889329;364482560
19/10/2020T11:40;3.9;296077585;364785664
19/10/2020T11:50;3.9;296192521;363671552
19/10/2020T12:00;3.9;296343784;363450368
19/10/2020T12:10;3.9;296507921;363184128
19/10/2020T12:20;3.9;296650990;166473728
19/10/2020T12:30;3.9;296650990;165220352
19/10/2020T12:40;3.9;296650990;166703104
19/10/2020T12:50;3.9;296650990;167546880
19/10/2020T13:00;3.9;296650990;165232640
19/10/2020T13:10;3.9;296650990;165093376
19/10/2020T13:20;3.9;296650990;166436864
19/10/2020T13:30;3.8;296650990;166273024
19/10/2020T13:40;3.8;296650990;166522880
19/10/2020T13:50;3.8;296650990;165277696
19/10/2020T14:00;3.8;296650990;167546880
19/10/2020T14:10;3.8;296650990;168108032
19/10/2020T14:20;3.8;296650990;166371328
19/10/2020T14:30;3.8;298793516;363040768
19/10/2020T14:40;3.8;298926599;364519424
19/10/2020T14:50;3.8;299124234;364384256
19/10/2020T15:00;3.8;299271148;364867584
19/10/2020T15:10;3.8;299405028;364797952
19/10/2020T15:20;3.8;299593079;366055424
19/10/2020T15:30;3.8;299727181;364990464
19/10/2020T15:40;3.8;299879102;366555136
19/10/2020T15:50;3.8;300032790;364912640
19/10/2020T16:00;3.8;300179771;369082368
19/10/2020T16:10;3.8;300321154;366501888
19/10/2020T16:20;3.8;300512950;365383680
19/10/2020T16:30;3.8;300659537;371232768
19/10/2020T16:40;3.8;300810787;370814976
19/10/2020T16:50;3.8;300993455;371027968
19/10/2020T17:00;3.8;301120357;334917632
19/10/2020T17:10;3.8;301283226;336220160
19/10/2020T17:20;3.8;301425086;334143488
19/10/2020T17:30;3.8;301620241;336609280
19/10/2020T17:40;3.8;301765884;334127104
19/10/2020T17:50;3.8;301924600;335097856
19/10/2020T18:00;3.8;302008848;335327232
19/10/2020T18:10;3.8;302174717;334032896
19/10/2020T18:20;3.8;302350629;336060416
19/10/2020T18:30;3.8;302491777;338968576
19/10/2020T18:40;3.8;302624160;339636224
19/10/2020T18:50;3.8;302787012;339816448
19/10/2020T19:00;3.8;302943115;339746816
19/10/2020T19:10;3.8;303137517;345632768
19/10/2020T19:20;3.8;303351702;340357120
19/10/2020T19:30;3.8;303497320;341749760
19/10/2020T19:40;3.8;303635361;339959808
19/10/2020T19:50;3.8;303825050;341299200
19/10/2020T20:00;3.8;304026449;340791296
19/10/2020T20:10;3.8;304207338;340439040
19/10/2020T20:20;3.8;304396217;339755008
19/10/2020T20:30;3.8;304498819;168296448
19/10/2020T20:40;3.8;304498819;296329216
19/10/2020T20:50;3.8;304813333;326209536
19/10/2020T21:00;3.8;304962836;327811072
19/10/2020T21:10;3.8;305153027;329596928
19/10/2020T21:20;3.8;305333667;330145792
19/10/2020T21:30;3.8;305511487;330166272
19/10/2020T21:40;3.8;305730633;331018240
19/10/2020T21:50;3.8;305865834;328495104
19/10/2020T22:00;3.8;306026297;329900032
19/10/2020T22:10;3.8;306190782;329969664
19/10/2020T22:20;3.8;306362770;330244096
19/10/2020T22:30;3.8;306490589;332460032
19/10/2020T22:40;3.8;306699949;330895360
19/10/2020T22:50;3.8;306901205;335646720
19/10/2020T23:00;3.8;307028833;336863232
19/10/2020T23:10;3.8;307205587;336482304
19/10/2020T23:20;3.8;307337773;333115392
19/10/2020T23:30;3.8;307467808;339820544
19/10/2020T23:40;3.8;307651222;333647872
19/10/2020T23:50;3.8;307811823;334372864
20/10/2020T00:00;3.8;307953581;334565376
20/10/2020T00:10;3.8;308082228;334897152
20/10/2020T00:20;3.8;308238253;334024704
20/10/2020T00:30;3.8;308376475;337920000
20/10/2020T00:40;3.8;308538154;335155200
20/10/2020T00:50;3.8;308741158;339329024
20/10/2020T01:00;3.8;308887649;338190336
20/10/2020T01:10;3.8;309039302;339480576
20/10/2020T01:20;3.8;309168752;339927040
20/10/2020T01:30;3.8;309307764;340066304
20/10/2020T01:40;3.8;309490551;338530304
20/10/2020T01:50;3.8;309638639;337399808
20/10/2020T02:00;3.8;309759851;340111360
20/10/2020T02:10;3.8;309930105;338571264
20/10/2020T02:20;3.8;310036821;337616896
20/10/2020T02:30;3.8;310203173;336633856
20/10/2020T02:40;3.8;310344949;339476480
20/10/2020T02:50;3.8;310475225;341606400
20/10/2020T03:00;3.8;310631121;339337216
20/10/2020T03:10;3.8;310780274;340881408
20/10/2020T03:20;3.8;310957871;339910656
20/10/2020T03:30;3.8;311100051;341270528
20/10/2020T03:40;3.8;311231585;344379392
20/10/2020T03:50;3.8;311381254;342196224
20/10/2020T04:00;3.8;311539674;341295104
20/10/2020T04:10;3.8;311700648;345960448
20/10/2020T04:20;3.8;311897569;344494080
20/10/2020T04:30;3.8;312063741;341065728
20/10/2020T04:40;3.8;312239207;343068672
20/10/2020T04:50;3.8;312382375;346095616
20/10/2020T05:00;3.8;312523023;345686016
20/10/2020T05:10;3.8;312688232;343875584
20/10/2020T05:20;3.8;312851309;348250112
20/10/2020T05:30;3.8;313060130;345468928
20/10/2020T05:40;3.8;313225919;346140672
20/10/2020T05:50;3.8;313426945;343834624
20/10/2020T06:00;3.8;313539756;345456640
20/10/2020T06:10;3.8;313710350;347463680
20/10/2020T06:20;3.8;313842129;345726976
20/10/2020T06:30;3.8;313954046;345362432
20/10/2020T06:40;3.8;314139672;344637440
20/10/2020T06:50;3.8;314344323;348786688
20/10/2020T07:00;3.8;314465038;350674944
20/10/2020T07:10;3.8;314605291;349245440
20/10/2020T07:20;3.8;314749635;347627520
20/10/2020T07:30;3.8;314896166;349392896
20/10/2020T07:40;3.8;315088495;350396416
20/10/2020T07:50;3.8;315297541;349868032
20/10/2020T08:00;3.8;315491313;349851648
20/10/2020T08:10;3.8;315608670;352567296
20/10/2020T08:20;3.8;315805525;351395840
20/10/2020T08:30;3.8;315982890;352817152
20/10/2020T08:40;3.8;316174326;350314496
20/10/2020T08:50;3.8;316354916;357347328
20/10/2020T09:00;3.8;316515995;359079936
20/10/2020T09:10;3.8;316673364;354193408
20/10/2020T09:20;3.8;316783858;356569088
20/10/2020T09:30;3.8;316893225;356007936
20/10/2020T09:40;3.8;317051991;355328000
20/10/2020T09:50;3.8;317157196;354582528
20/10/2020T10:00;3.8;317331176;356208640
20/10/2020T10:10;3.8;317537167;354631680
20/10/2020T10:20;3.8;317656381;354447360
20/10/2020T10:30;3.8;317824945;358010880
20/10/2020T10:40;3.8;317850268;169353216
20/10/2020T10:50;3.8;318122891;370561024
20/10/2020T11:00;3.8;318288581;344428544
20/10/2020T11:10;3.8;318447710;343056384
20/10/2020T11:20;3.8;318570963;342855680
20/10/2020T11:30;3.8;318727129;343449600
20/10/2020T11:40;3.8;318903786;344961024
20/10/2020T11:50;3.8;319067725;344440832
20/10/2020T12:00;3.8;319205660;347004928
20/10/2020T12:10;3.8;319394461;344133632
20/10/2020T12:20;3.8;319486477;344842240
20/10/2020T12:30;3.9;319620213;345550848
20/10/2020T12:40;3.9;319766387;344408064
20/10/2020T12:50;3.9;319906677;348303360
20/10/2020T13:00;3.9;320099409;349954048
20/10/2020T13:10;3.9;320286934;348196864
20/10/2020T13:20;3.9;320461173;348016640
20/10/2020T13:30;3.9;320588221;346345472
20/10/2020T13:40;3.9;320733282;350093312
20/10/2020T13:50;3.9;320947018;346464256
20/10/2020T14:00;3.9;321084051;346529792
20/10/2020T14:10;3.9;321240962;353488896
20/10/2020T14:20;3.9;321395451;349270016
20/10/2020T14:30;3.9;321633516;348876800
20/10/2020T14:40;3.9;321782021;351014912
20/10/2020T14:50;3.9;321908383;351383552
20/10/2020T15:00;3.9;322061895;350117888
20/10/2020T15:10;3.9;322211069;351186944
20/10/2020T15:20;3.9;322354466;351625216
20/10/2020T15:30;3.9;322460670;353931264
20/10/2020T15:40;3.9;322601486;353652736
20/10/2020T15:50;3.9;322767556;350072832
20/10/2020T16:00;3.9;322949070;351846400
20/10/2020T16:10;3.9;323076506;351649792
20/10/2020T16:20;3.9;323241751;353128448
20/10/2020T16:30;3.9;323376899;353660928
20/10/2020T16:40;3.9;323525187;350904320
20/10/2020T16:50;3.9;323677415;358080512
20/10/2020T17:00;3.9;323838455;354054144
20/10/2020T17:10;3.9;323983170;354193408
20/10/2020T17:20;3.9;324132551;356974592
20/10/2020T17:30;3.9;324299854;356433920
20/10/2020T17:40;3.9;324458929;358436864
20/10/2020T17:50;3.9;324597812;354578432
20/10/2020T18:00;3.9;324763954;356802560
20/10/2020T18:10;3.9;324986265;356995072
20/10/2020T18:20;3.9;325170076;357113856
20/10/2020T18:30;3.9;325338974;358395904
20/10/2020T18:40;3.9;325487136;356843520
20/10/2020T18:50;3.9;325602210;359354368
20/10/2020T19:00;3.9;325747933;359358464
20/10/2020T19:10;3.9;325883385;360280064
20/10/2020T19:20;3.9;325990624;359731200
20/10/2020T19:30;3.9;326120035;361209856
20/10/2020T19:40;3.9;326301713;366678016
20/10/2020T19:50;3.9;326428209;358600704
20/10/2020T20:00;3.9;326531291;359444480
20/10/2020T20:10;3.9;326756633;362885120
20/10/2020T20:20;3.9;326851917;362012672
20/10/2020T20:30;3.9;327052685;359981056
20/10/2020T20:40;3.9;327181668;361107456
20/10/2020T20:50;3.9;327336210;362754048
